,title,description,url,publishedAt,content,domain,topic,injuries,trades,retirements,draft,all-stars,playoffs,rookies,highlights,fantasy
1441,Trae Young with 17 Points in the 4th Quarter vs. Miami Heat,Trae Young with 17 Points in the 4th Quarter vs. Miami Heat,http://www.nba.com/video/2020/02/20/0021900821-trae-young-17-points-4th-quarter-vs-miami-heat,2020-02-21T03:05:04Z,,nba.com,highlights,,,,,,,,,
1442,Trae Young with 8 3-pointers in the Game vs. Miami Heat,Trae Young with 8 3-pointers in the Game vs. Miami Heat,http://www.nba.com/video/2020/02/20/0021900821-trae-young-8-3-pointers-game-vs-miami-heat,2020-02-21T02:52:47Z,,nba.com,highlights,,,,,,,,,
1443,DeAndre Jordan goes up to get it and finishes the oop in the third quarter,DeAndre Jordan goes up to get it and finishes the oop in the third quarter,http://www.nba.com/video/2020/02/20/0021900822-deandre-jordan-philadelphia-76ers-brooklyn-nets-dunk-3q,2020-02-21T02:51:20Z,,nba.com,highlights,,,,,,,,,
1444,Check out this play by Trae Young in the fourth quarter,Check out this play by Trae Young in the fourth quarter,http://www.nba.com/video/2020/02/20/0021900821-trae-young-atlanta-hawks-miami-heat-3-pointer-4q-0,2020-02-21T02:48:45Z,,nba.com,highlights,,,,,,,,,
1445,Assist by Tomas Satoransky in the third quarter,Assist by Tomas Satoransky in the third quarter,http://www.nba.com/video/2020/02/20/0021900823-tomas-satoransky-chicago-bulls-charlotte-hornets-assist-3q,2020-02-21T02:42:06Z,,nba.com,highlights,,,,,,,,,
1446,Trae Young with the must-see play in the fourth quarter,Trae Young with the must-see play in the fourth quarter,http://www.nba.com/video/2020/02/20/0021900821-trae-young-atlanta-hawks-miami-heat-3-pointer-4q,2020-02-21T02:40:59Z,,nba.com,highlights,,,,,,,,,
1447,Highlights: Khris Middleton | Buck vs. Pistons,Khris Middleton scores 28 points and eight boards Thursday night against Detroit.,http://www.nba.com/video/2020/02/20/0021900820-khris-middleton-28-points-highlights-vs-detroit-pistons,2020-02-21T02:32:47Z,,nba.com,highlights,,,,,,,,,
1448,NBA-best Bucks get their work done early to put Pistons in deep hole in loss coming out of break,FAST BREAKDOWN Three quick observations from Thursday night’s 126-106 loss to the Milwaukee Bucks at Little Caesars Arena,https://www.nba.com/pistons/features/nba-best-bucks-get-their-work-done-early-put-pistons-deep-hole-loss-coming-out-break,2020-02-21T02:31:05Z,"FAST BREAKDOWN
Three quick observations from Thursday nights 126-106 loss to the Milwaukee Bucks at Little Caesars Arena
TURNOVER TROUBLE The Pistons are going to struggle to get wins against arguably the NBAs toughest closing schedule, but theyre going to … [+3043 chars]",nba.com,highlights,,,,,,,,,
1449,2-pointer by P.J. Washington in the third quarter,2-pointer by P.J. Washington in the third quarter,http://www.nba.com/video/2020/02/20/0021900823-pj-washington-chicago-bulls-charlotte-hornets-2-pointer-3q,2020-02-21T02:24:43Z,,nba.com,highlights,,,,,,,,,
1450,2-pointer by Bam Adebayo in the third quarter,2-pointer by Bam Adebayo in the third quarter,http://www.nba.com/video/2020/02/20/0021900821-bam-adebayo-atlanta-hawks-miami-heat-2-pointer-3q,2020-02-21T02:24:21Z,,nba.com,highlights,,,,,,,,,
1451,Trae Young gets the And-1 in the third quarter,Trae Young gets the And-1 in the third quarter,http://www.nba.com/video/2020/02/20/0021900821-trae-young-atlanta-hawks-miami-heat-3-pointer-3q,2020-02-21T02:06:15Z,,nba.com,highlights,,,,,,,,,
1452,2-pointer by Khris Middleton in the fourth quarter,2-pointer by Khris Middleton in the fourth quarter,http://www.nba.com/video/2020/02/20/0021900820-khris-middleton-detroit-pistons-milwaukee-bucks-2-pointer-4q,2020-02-21T02:06:10Z,,nba.com,highlights,,,,,,,,,
1453,Wizards begin second half Friday night against Cavaliers,"The Wizards (20-33) return from the All-Star break on Friday night at 7:00 P.M., taking on the Cavaliers (14-40) at Capital One Arena.",https://www.nba.com/wizards/wizards-cavaliers-preview-022120,2020-02-21T01:58:10Z,"The Wizards (20-33) return from the All-Star break on Friday night at 7:00 P.M., taking on the Cavaliers (14-40) at Capital One Arena. For Washington, Friday is the start of a stretch of three games in four days that will conclude Monday night against the lea… [+4169 chars]",nba.com,highlights,,,,,,,,,
1454,Brooklyn Nets with a 12-0 Run vs. Philadelphia 76ers,Brooklyn Nets with a 12-0 Run vs. Philadelphia 76ers,http://www.nba.com/video/2020/02/20/0021900822-brooklyn-nets-12-0-run-vs-philadelphia-76ers,2020-02-21T01:57:53Z,,nba.com,highlights,,,,,,,,,
1455,Rockets Sign Free Agent DeMarre Carroll,HOUSTON – Houston Rockets General Manager Daryl Morey today announced that the team has signed free agent forward DeMarre Carroll.,https://www.nba.com/rockets/news/rockets-sign-free-agent-demarre-carroll,2020-02-21T01:55:17Z,"HOUSTON  Houston Rockets General Manager Daryl Morey today announced that the team has signed free agent forward DeMarre Carroll.
Carroll (6-8, 210) is in his 11th NBA season and has appeared in 569 games with 339 starts, including 15 games for San Antonio t… [+729 chars]",nba.com,trades,,,,,,,,,
1456,Brooklyn Nets Back in the Game in the second quarter,Brooklyn Nets Back in the Game in the second quarter,http://www.nba.com/video/2020/02/20/0021900822-wilson-chandler-philadelphia-76ers-brooklyn-nets-3-pointer-2q,2020-02-21T01:54:57Z,,nba.com,highlights,,,,,,,,,
1457,A bigtime dunk by Cody Zeller in the second quarter,A bigtime dunk by Cody Zeller in the second quarter,http://www.nba.com/video/2020/02/20/0021900823-cody-zeller-chicago-bulls-charlotte-hornets-dunk-2q,2020-02-21T01:51:03Z,,nba.com,highlights,,,,,,,,,
1458,Irving to undergo season-ending shoulder surgery,What will be the impact on the Brooklyn Nets following news that Kyrie Irving will undergo season-ending shoulder surgery?,http://www.nba.com/video/2020/02/20/20200220-inside-irving-undergo-season-ending-shoulder-surger,2020-02-21T01:50:20Z,,nba.com,injuries,,,,,,,,,
1459,A great dime by Devonte' Graham leads to the score in the second quarter,A great dime by Devonte' Graham leads to the score in the second quarter,http://www.nba.com/video/2020/02/20/0021900823-devonte-graham-chicago-bulls-charlotte-hornets-assist-2q,2020-02-21T01:48:38Z,,nba.com,highlights,,,,,,,,,
1460,Eastern Conference Standings,The Inside crew breaks down the eastern conference standings after the 76er win over the Nets.,http://www.nba.com/video/2020/02/20/20200220-inside/index.html,2020-02-21T01:47:46Z,,nba.com,,,,,,,,,,
1461,Malik Monk sinks the shot at the buzzer in the first quarter,Malik Monk sinks the shot at the buzzer in the first quarter,http://www.nba.com/video/2020/02/20/0021900823-malik-monk-chicago-bulls-charlotte-hornets-3-pointer-1q,2020-02-21T01:41:45Z,,nba.com,,,,,,,,,,
1462,2-pointer by Jeff Teague in the second quarter,2-pointer by Jeff Teague in the second quarter,http://www.nba.com/video/2020/02/20/0021900821-jeff-teague-atlanta-hawks-miami-heat-2-pointer-2q,2020-02-21T01:39:11Z,,nba.com,,,,,,,,,,
1463,Trail Blazers Start Stretch Run Versus Pelicans But Without Lillard,The Portland Trail Blazers begin the stretch run of the 2019-20 season by hosting the New Orleans Pelicans in the fourth and final meeting between the two teams. Tipoff is scheduled for 7:30 p.m.,https://www.nba.com/blazers/news/trail-blazers-start-stretch-run-versus-pelicans-without-lillard,2020-02-21T01:38:39Z,"The Portland Trail Blazers begin the stretch run of the 2019-20 season by hosting the New Orleans Pelicans in the fourth and final meeting between the two teams. Tipoff is scheduled for 7:30 p.m.
SERIES NOTES
ALL TIME: Trail Blazers lead, 33-28IN PORTLAND: … [+3163 chars]",nba.com,,,,,,,,,,
1464,3-pointer by Jeff Teague in the second quarter,3-pointer by Jeff Teague in the second quarter,http://www.nba.com/video/2020/02/20/0021900821-jeff-teague-atlanta-hawks-miami-heat-3-pointer-2q,2020-02-21T01:35:07Z,,nba.com,,,,,,,,,,
1465,Atlanta Hawks with a 12-0 Run vs. Miami Heat,Atlanta Hawks with a 12-0 Run vs. Miami Heat,http://www.nba.com/video/2020/02/20/0021900821-atlanta-hawks-12-0-run-vs-miami-heat,2020-02-21T01:33:52Z,,nba.com,,,,,,,,,,
1466,Dunk by Glenn Robinson III in the first quarter,Dunk by Glenn Robinson III in the first quarter,http://www.nba.com/video/2020/02/20/0021900822-glenn-robinson-iii-philadelphia-76ers-brooklyn-nets-dunk-1q,2020-02-21T01:29:22Z,,nba.com,,,,,,,,,,
1467,Philadelphia 76ers with a 13-0 Run vs. Brooklyn Nets,Philadelphia 76ers with a 13-0 Run vs. Brooklyn Nets,http://www.nba.com/video/2020/02/20/0021900822-philadelphia-76ers-13-0-run-vs-brooklyn-nets,2020-02-21T01:27:51Z,,nba.com,,,,,,,,,,
1468,2-pointer by Tomas Satoransky,2-pointer by Tomas Satoransky,http://www.nba.com/video/2020/02/20/0021900823-2-pointer-tomas-satoransky,2020-02-21T01:26:27Z,,nba.com,,,,,,,,,,
1469,Dunk by Zach LaVine in the first quarter,Dunk by Zach LaVine in the first quarter,http://www.nba.com/video/2020/02/20/0021900823-zach-lavine-chicago-bulls-charlotte-hornets-dunk-1q,2020-02-21T01:26:16Z,,nba.com,,,,,,,,,,
1470,Dunk by Daniel Gafford in the first quarter,Dunk by Daniel Gafford in the first quarter,http://www.nba.com/video/2020/02/20/0021900823-daniel-gafford-chicago-bulls-charlotte-hornets-dunk-1q,2020-02-21T01:26:16Z,,nba.com,,,,,,,,,,
1471,Assist by Devonte' Graham in the first quarter,Assist by Devonte' Graham in the first quarter,http://www.nba.com/video/2020/02/20/0021900823-devonte-graham-chicago-bulls-charlotte-hornets-assist-1q,2020-02-21T01:24:54Z,,nba.com,,,,,,,,,,
1472,Earl Lloyd: The Man Who Broke the NBA’s Color Barrier,"While the majority of NBA players today are of color, this wasn’t always the case. On Oct 31, 1950, Earl Lloyd broke the League’s color barrier when he entered the game for the Washington Capitols against the Rochester Royals (which today are now the Sacramen…",https://www.nba.com/kings/blog/earl-lloyd-man-broke-nba-color-barrier,2020-02-21T01:19:37Z,"While the majority of NBA players today are of color, this wasnt always the case. On Oct 31, 1950, Earl Lloyd broke the Leagues color barrier when he entered the game for the Washington Capitols against the Rochester Royals (which today are now the Sacramento… [+1509 chars]",nba.com,,,,,,,,,,
1473,3-pointer by Trae Young,3-pointer by Trae Young,http://www.nba.com/video/2020/02/20/0021900821-3-pointer-trae-young,2020-02-21T01:05:12Z,,nba.com,,,,,,,,,,
1474,2-pointer by Kevin Huerter in the first quarter,2-pointer by Kevin Huerter in the first quarter,http://www.nba.com/video/2020/02/20/0021900821-kevin-huerter-atlanta-hawks-miami-heat-2-pointer-1q,2020-02-21T01:04:07Z,,nba.com,,,,,,,,,,
1475,3-pointer by Trae Young in the first quarter,3-pointer by Trae Young in the first quarter,http://www.nba.com/video/2020/02/20/0021900821-trae-young-atlanta-hawks-miami-heat-3-pointer-1q,2020-02-21T01:03:56Z,,nba.com,,,,,,,,,,
1476,Milwaukee Bucks with a 13-0 Run vs. Detroit Pistons,Milwaukee Bucks with a 13-0 Run vs. Detroit Pistons,http://www.nba.com/video/2020/02/20/0021900820-milwaukee-bucks-13-0-run-vs-detroit-pistons,2020-02-21T00:48:46Z,,nba.com,,,,,,,,,,
1477,Kyrie Irving out for season with shoulder injury,"Stephanie Ready, Kenny Smith, Quentin Richardson and Channing Frye discuss Kyrie Irving's shoulder injury that will leave him out for the season and where the Brooklyn Nets go from here.",http://www.nba.com/video/2020/02/20/20200220-gametime-kyrie-irving-out-season,2020-02-21T00:38:02Z,,nba.com,,,,,,,,,,
1478,Brooklyn Nets Guard Kyrie Irving Out for Season With Shoulder Injury,Brooklyn Nets guard Kyrie Irving will undergo shoulder surgery and miss the remainder of the season.,https://www.nba.com/nets/news/breaking/2020/02/20/brooklyn-nets-guard-kyrie-irving-out-for-season-with-shoulder-injury,2020-02-21T00:36:57Z,"PHILADELPHIA Brooklyn Nets general manager Sean Marks announced before Thursdays game that guard Kyrie Irving would undergo an arthroscopic procedure on his right shoulder and be out for the remainder of the season.
Irving missed 26 games due to the shoulder… [+4371 chars]",nba.com,,,,,,,,,,
1479,Block by Christian Wood in the first quarter,Block by Christian Wood in the first quarter,http://www.nba.com/video/2020/02/20/0021900820-christian-wood-detroit-pistons-milwaukee-bucks-block-1q,2020-02-21T00:35:09Z,,nba.com,,,,,,,,,,
1480,Assist by Eric Bledsoe in the first quarter,Assist by Eric Bledsoe in the first quarter,http://www.nba.com/video/2020/02/20/0021900820-eric-bledsoe-detroit-pistons-milwaukee-bucks-assist-1q,2020-02-21T00:35:09Z,,nba.com,,,,,,,,,,
1481,Dunk by Giannis Antetokounmpo in the first quarter,Dunk by Giannis Antetokounmpo in the first quarter,http://www.nba.com/video/2020/02/20/0021900820-giannis-antetokounmpo-detroit-pistons-milwaukee-bucks-dunk-1q,2020-02-21T00:34:00Z,,nba.com,,,,,,,,,,
1482,Back to Business Against the Nuggets,"Date: February 21, 2020 Tip-Off Time: 7 p.m. CT Television: Fox Sports Oklahoma Radio: 98.1 FM WWLS the Sports Animal and the Thunder Radio Network Back from the break. | Today's Practice Report pic.twitter.com/NPLABPH8Dy",https://www.nba.com/thunder/preview/nuggets-200221,2020-02-21T00:19:27Z,"Date: February 21, 2020
Tip-Off Time: 7 p.m. CTTelevision: Fox Sports OklahomaRadio: 98.1 FM WWLS the Sports Animal and the Thunder Radio Network
Back from the break. 
| Today's Practice Report pic.twitter.com/NPLABPH8Dy
— OKC THUNDER (@okcthunder) Februa… [+3937 chars]",nba.com,,,,,,,,,,
1483,Two players on New Orleans injury report Thursday ahead of Portland game tomorrow night,"New Orleans (23-32) has a chance to see its projected starting lineup from training camp play together in additional games, as the unofficial second half of the season begins Friday at Portland. After Brandon Ingram was sidelined for three games heading into …",https://www.nba.com/pelicans/news/two-players-new-orleans-injury-report-thursday-ahead-portland-game-tomorrow-night,2020-02-21T00:14:26Z,"New Orleans (23-32) has a chance to see its projected starting lineup from training camp play together in additional games, as the unofficial second half of the season begins Friday at Portland. After Brandon Ingram was sidelined for three games heading into … [+271 chars]",nba.com,,,,,,,,,,
1484,The Warmup crew says happy birthday Chuck,Stephanie Ready asks Quentin Richardson and Channing Frye who in the league reminds them of Charles Barkley on his 57th birthday.,http://www.nba.com/video/2020/02/20/20200220-warmup-happy-birthday-chuck,2020-02-21T00:08:23Z,,nba.com,,,,,,,,,,
1485,The WarmUp | Fantasy Forecast - Feb. 21,Tim Doyle joins The WarmUp to bring you his fantasy picks for tonight's matchups in the NBA.,http://www.nba.com/video/2020/02/21/20200221-warmup-fantasy-forecast,2020-02-21T23:56:33Z,,nba.com,,,,,,,,,,
1486,The Warmup | Chuck's GuarONtees - Feb. 21,Chuck gives his can't miss predictions with host Ro Parrish.,http://www.nba.com/video/2020/02/21/20200220-warmup-chucks-guarontees,2020-02-21T23:56:29Z,,nba.com,,,,,,,,,,
1487,"Lakers Games on 1/28, 4/7, and 4/9 Have Been Rescheduled","The National Basketball Association announced today the Jan. 28 game between the Los Angeles Lakers and the LA Clippers, which was postponed, has been rescheduled for Thu., April 9 at 7:30 p.m. PT at STAPLES Center. The game will be televised by TNT. These ot…",https://www.nba.com/lakers/releases/lakers-games-on-128-47-49-have-been-rescheduled,2020-02-21T23:27:37Z,"The National Basketball Association announced today the Jan. 28 game between the Los Angeles Lakers and the LA Clippers, which was postponed, has been rescheduled for Thu., April 9 at 7:30 p.m. PT at STAPLES Center. The game will be televised by TNT.
These o… [+723 chars]",nba.com,,,,,,,,,,
1488,Darrell Armstrong Inducted Into Magic Hall of Fame,ORLANDO – Arguably the greatest underdog story in the 31-year history of the Orlando Magic and fittingly the captain of,https://www.nba.com/magic/darrell-armstrong-inducted-orlando-magic-hall-of-fame-20200221,2020-02-21T23:24:35Z,,nba.com,,,,,,,,,,
1489,Portland's Yearly Playoff Push Starts Without Lillard,"Over the last decade, few teams have been as successful at making post All-Star break playoff pushes than the Portland Trail Blazers. And considering they're currently in ninth place in the West, one spot behind the Memphis Grizzlies for the last playoff spot…",https://www.nba.com/blazers/forwardcenter/portlands-yearly-playoff-push-starts-without-lillard,2020-02-21T23:15:43Z,"Over the last decade, few teams have been as successful at making post All-Star break playoff pushes than the Portland Trail Blazers. And considering they're currently in ninth place in the West, one spot behind the Memphis Grizzlies for the last playoff spot… [+4738 chars]",nba.com,,,,,,,,,,
1490,NBA Announces Warriors at Lakers Schedule Change,"The National Basketball Association announced today that the Golden State Warriors game at the Los Angeles Lakers, originally scheduled for Thursday, April 9 at Staples Center, has been changed to Tuesday, April 7, with tip-off scheduled for 7 p.m. The game w…",https://www.nba.com/warriors/news/warriors-schedule-change-20200221,2020-02-21T23:12:10Z,"The National Basketball Association announced today that the Golden State Warriors game at the Los Angeles Lakers, originally scheduled for Thursday, April 9 at Staples Center, has been changed to Tuesday, April 7, with tip-off scheduled for 7 p.m. The game w… [+64 chars]",nba.com,,,,,,,,,,
1491,Roundball Roundup: Thurl Bailey gives his Jazz vision board,What’s on the Jazz’s vision board for the final third of the season? JP provides mini-previews of Jazz-Spurs and Jazz-Rockets before talking to Jazz TV analyst Thurl Bailey. Big T gives his thoughts on the state of the team.A rundown of the episode:0:35 — Che…,https://www.nba.com/jazz/news/roundball-roundup-thurl-bailey-gives-his-jazz-vision-board,2020-02-21T23:07:03Z,"Whats on the Jazzs vision board for the final third of the season? JP provides mini-previews of Jazz-Spurs and Jazz-Rockets before talking to Jazz TV analyst Thurl Bailey. Big T gives his thoughts on the state of the team.
A rundown of the episode:
0:35 Che… [+401 chars]",nba.com,,,,,,,,,,
1492,Bulls Schedule Update,"NEW YORK, Feb. 21, 2020 – The National Basketball Association today announced the Jan. 28 game between the Los Angeles Lakers and the LA Clippers, which was postponed, has been rescheduled for Thu., April 9 at 10:30 p.m. ET at Staples Center. The game will be…",https://www.nba.com/bulls/news/bulls-schedule-update,2020-02-21T23:05:02Z,"NEW YORK, Feb. 21, 2020 The National Basketball Association today announced the Jan. 28 game between the Los Angeles Lakers and the LA Clippers, which was postponed, has been rescheduled for Thu., April 9 at 10:30 p.m. ET at Staples Center. The game will be t… [+572 chars]",nba.com,,,,,,,,,,
1493,DFS Tip Drill | Feb. 21,Gregg Sussman from SportsGrid and Drew Dinkmeyer explain why they're stacking the Pelicans-Trail Blazers matchup in their FanDuel lineups for Friday's 9-game slate.,http://www.nba.com/video/2020/02/21/dfs-tip-drill-feb-21,2020-02-21T22:51:59Z,,nba.com,,,,,,,,,,
1494,"Bear Necessities: Key notes, numbers and trends entering Grizzlies-Lakers matchup",LOS ANGELES – The Memphis Grizzlies (28-27) continue their four-game road trip with a visit to the Staples Center to play the Los Angeles Lakers (41-12).,https://www.nba.com/grizzlies/news/bear-necessities-key-notes-numbers-and-trends-entering-grizzlies-lakers-matchup-200221,2020-02-21T22:06:02Z,"LOS ANGELES The Memphis Grizzlies (28-27) continue their four-game road trip with a visit to the Staples Center to play the Los Angeles Lakers (41-12).
Bear Necessities is a spotlight on key Grizzlies facts and trends, curated from Communication Manager Ross… [+1630 chars]",nba.com,,,,,,,,,,
1495,Memphis Grizzlies sign Dusty Hannahs to 10-day contract,The Memphis Grizzlies today announced that the team has signed guard Dusty Hannahs to a 10-day contract as a Call-Up from the NBA G League’s Memphis Hustle. Hannahs will wear jersey #5 for the Grizzlies.,https://www.nba.com/grizzlies/news/memphis-grizzlies-sign-dusty-hannahs-to-10-day-contract-200221,2020-02-21T21:50:54Z,"The Memphis Grizzlies today announced that the team has signed guard Dusty Hannahs to a 10-day contract as a Call-Up from the NBA G Leagues Memphis Hustle. Hannahs will wear jersey #5 for the Grizzlies.
Hannahs (6-4, 195) has appeared in 33 games (20 starts)… [+1605 chars]",nba.com,,,,,,,,,,
1496,Detroit Pistons Sign Derrick Walton Jr. to 10-Day Contract,"The Detroit Pistons announced today that the team has signed guard Derrick Walton Jr. to a 10-day contract.  Per team policy, terms of the agreement were not disclosed.",https://www.nba.com/pistons/news/detroit-pistons-sign-derrick-walton-jr-10-day-contract,2020-02-21T20:57:12Z,"The Detroit Pistons announced today that the team has signed guard Derrick Walton Jr. to a 10-day contract.  Per team policy, terms of the agreement were not disclosed.
Walton Jr., 6-0, 189, last played for the Los Angeles Clippers this season.  In 23 games … [+679 chars]",nba.com,,,,,,,,,,
1497,Nuggets bring Pepsi Center atmosphere to Unified Games and Special Olympics Colorado,"AURORA, Colo. -- When Regis Jesuit High School unified athlete Megan dribbled down the court, she saw an opening towards the lane and tried to attack it. However, she lost control of the ball and slipped face forward. After an emotional moment on the hardwood…",https://www.nba.com/nuggets/news/unified-games-2020,2020-02-21T20:56:55Z,"AURORA, Colo. -- When Regis Jesuit High School unified athlete Megan dribbled down the court, she saw an opening towards the lane and tried to attack it. However, she lost control of the ball and slipped face forward. After an emotional moment on the hardwood… [+2776 chars]",nba.com,,,,,,,,,,
1498,Detroit Pistons and Markieff Morris Reach Buyout Agreement,"The Detroit Pistons and Markieff Morris have reached an agreement to buy out the veteran forward’s contract. The Pistons have requested waivers on Morris.Morris signed as a free agent with the Pistons on July 6, 2019. He averaged 11.0 points, 3.9 rebounds and…",https://www.nba.com/pistons/news/detroit-pistons-and-markieff-morris-reach-buyout-agreement,2020-02-21T20:52:08Z,"The Detroit Pistons and Markieff Morris have reached an agreement to buy out the veteran forwards contract. The Pistons have requested waivers on Morris.
Morris signed as a free agent with the Pistons on July 6, 2019. He averaged 11.0 points, 3.9 rebounds an… [+147 chars]",nba.com,,,,,,,,,,
1499,"A Detroit kid rolls out of bed, goes to Pistons practice: ‘It’s a blessing’ – Derrick Walton","DETROIT – Derrick Walton doesn’t have to worry about housing costs eating up any of his Pistons salary, at least. “I just felt weird for the first time today, just getting out of my own bed and coming to a practice,” said Walton, the Detroit native signed to …",https://www.nba.com/pistons/features/detroit-kid-rolls-out-bed-goes-pistons-practice-its-blessing-derrick-walton,2020-02-21T20:50:04Z,"DETROIT Derrick Walton doesnt have to worry about housing costs eating up any of his Pistons salary, at least.
I just felt weird for the first time today, just getting out of my own bed and coming to a practice, said Walton, the Detroit native signed to a 10… [+2469 chars]",nba.com,,,,,,,,,,
1500,Pelicans shootaround update presented by HUB International: New Orleans seeks season-series sweep vs. Portland,"PORTLAND – There are a series of factors that have helped turn around New Orleans’ season after a 6-22 start to 2019-20, but one of the most obvious has been the team’s improved health. After the Pelicans often had more key players sidelined by injury than th…",https://www.nba.com/pelicans/news/pelicans-shootaround-update-presented-hub-international-new-orleans-seeks-season-series-sweep,2020-02-21T20:05:26Z,"PORTLAND There are a series of factors that have helped turn around New Orleans season after a 6-22 start to 2019-20, but one of the most obvious has been the teams improved health. After the Pelicans often had more key players sidelined by injury than their … [+3289 chars]",nba.com,,,,,,,,,,
1501,Wolves Set Goal Checklists For Remainder Of Season,The Wolves have set checklists of team and individual goals they want to accomplish before the end of the 2019-20 regular season.,https://www.nba.com/timberwolves/news/wolves-set-goal-checklists-remainder-season,2020-02-21T20:03:27Z,"After eight long days, Timberwolves basketball is back in action!
The Wolves will begin their final 29-game stretch of the season by hosting the Boston Celtics at 7 p.m. CT on Friday.
The Wolves enter Fridays game with a 16-37 record and are currently 11 ga… [+4594 chars]",nba.com,,,,,,,,,,
1502,Game Preview: Warriors vs. Rockets - 2/23/20,The Warriors continue their four-game homestand on Sunday with an evening showdown against Zion Williams and the New Orleans Pelicans.,https://www.nba.com/warriors/gameday/20200223/preview,2020-02-21T19:58:07Z,"The Warriors continue their four-game homestand on Sunday with an evening showdown against Zion Williams and the New Orleans Pelicans.
DUBS PLAY HOST TO PELICANS ON SUNDAYThe Warriors four-game homestand rolls on as they host the New Orleans Pelicans for a S… [+2601 chars]",nba.com,,,,,,,,,,
1503,Wade's Career through his Eyes,Check out Dwyane Wade's 16 year career through his eyes.,http://www.nba.com/video/2020/02/21/20200221-dwyane-wade-career-retrospective,2020-02-21T19:51:43Z,,nba.com,,,,,,,,,,
1504,DLo And KAT Team Up To Donate A Defibrillator To Colin Powell Center,"It didn’t take long for Karl-Anthony Towns and newly acquired guard D’Angelo Russell to start giving back off the court.On Thursday night, the two visited the Colin Powell Center to help through some drills with children, while also donating a defibrillator a…",https://www.nba.com/timberwolves/dlo-and-kat-team-donate-defibrillator-colin-powell-center,2020-02-21T19:39:45Z,"It didnt take long for Karl-Anthony Towns and newly acquired guard DAngelo Russell to start giving back off the court.
On Thursday night, the two visited the Colin Powell Center to help through some drills with children, while also donating a defibrillator a… [+452 chars]",nba.com,,,,,,,,,,
1505,Nets vs. Hornets: Brooklyn Chases What's Next in Charlotte,The Brooklyn Nets visit the Charlotte Hornets on Saturday.,https://www.nba.com/nets/news/preview/2020/02/22/nets-vs-hornets-brooklyn-chases-whats-next-in-charlotte,2020-02-21T19:21:46Z,"Uncertainty has been a fact of life for the Brooklyn Nets this year. A roller coaster year, is how general manager Sean Marks described it in the wake of his Thursday announcement that Kyrie Irving would undergo shoulder surgery and miss the remainder of the … [+5504 chars]",nba.com,,,,,,,,,,
1506,The Fast Break | Feb. 21,Check out all of the action from Friday night in the NBA.,http://www.nba.com/video/2020/02/21/20200221-fast-break,2020-02-21T19:20:29Z,,nba.com,,,,,,,,,,
1507,Nightly Notable: Pascal Siakam | Feb. 21,Pascal Siakam scores 37 points to go along with 12 rebounds as the Raptors get the win over the Suns.,http://www.nba.com/video/2020/02/21/20200221-nightly-notable,2020-02-21T19:20:26Z,,nba.com,,,,,,,,,,
1508,Heads up Play of the Day | Feb. 21,Malcolm Brogdon battles underneath for your Heads Up Play of the Day!,http://www.nba.com/video/2020/02/21/20200221,2020-02-21T19:20:23Z,,nba.com,,,,,,,,,,
1509,"Five things to know about the Pelicans on Feb 21, 2020",1)      The Pelicans play Friday against the Portland Trail Blazers at the Moda Center starting at 9:30 p.m. 2)      Watch: New Orleans Pelicans players get in the Mardi Gras spirit and attempt to answer the age old king cake question; traditional or filled?,https://www.nba.com/pelicans/news/five-things-know-about-pelicans-feb-21-2020,2020-02-21T18:50:39Z,,nba.com,,,,,,,,,,
1510,Barnes Burner: Harrison Catches Fire Against Grizz,Sometimes a short break can do wonders. Sacramento returned to action following the All-Star festivities and did so in emphatic fashion. The Kings picked up a 129-125 win against the Memphis Grizzlies helping to reestablish some positive momentum for a squad …,https://www.nba.com/kings/blog/barnes-burner-harrison-catches-fire-against-grizz,2020-02-21T18:47:32Z,"Sometimes a short break can do wonders.
Sacramento returned to action following the All-Star festivities and did so in emphatic fashion. The Kings picked up a 129-125 win against the Memphis Grizzlies helping to reestablish some positive momentum for a squad… [+1331 chars]",nba.com,,,,,,,,,,
1511,NBA Pick 'Em Primetime Picks: Feb. 21,Will Carmelo Anthony or Zion Williamson grab more rebounds? Gregg Sussman of SportsGrid gets you set for NOP-POR at 10:30 pm/et on ESPN!,http://www.nba.com/video/2020/02/21/nba-fantasy-pick-em-primetime-picks-feb-21,2020-02-21T18:34:47Z,,nba.com,,,,,,,,,,
1512,NBA Fantasy Recap: Feb. 21,Gregg Sussman from SportsGrid recaps Bam's best fantasy outing of the season and other top performers from Thursday's action!,http://www.nba.com/video/2020/02/21/nba-fantasy-recap-feb-21,2020-02-21T18:34:44Z,,nba.com,,,,,,,,,,
1513,Kenrich Williams medical update 2-21-20,"New Orleans Pelicans forward Kenrich Williams, who has missed the last 18 games of the 2019-20 season due to right lower back soreness, received an injection to treat pain and inflammation over NBA All-Star Weekend. The injection was performed by Dr. Rey Bosi…",https://www.nba.com/pelicans/kenrich-williams-medical-update-2-21-20,2020-02-21T18:34:10Z,"New Orleans Pelicans forward Kenrich Williams, who has missed the last 18 games of the 2019-20 season due to right lower back soreness, received an injection to treat pain and inflammation over NBA All-Star Weekend. The injection was performed by Dr. Rey Bosi… [+168 chars]",nba.com,,,,,,,,,,
1514,Top 10 Plays | Feb. 21,Check out the best plays from Friday around the NBA.,http://www.nba.com/video/2020/02/21/20200221-top-10-plays,2020-02-21T17:51:18Z,,nba.com,,,,,,,,,,
